id,name,host_name,host_location,host_response_time,host_is_superhost,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,number_of_reviews,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_cleaned
53509927,Lovely 2 bed/2 bath condo near U of Chicago.,Brian,,within an hour,False,,Woodlawn,41.77895258477636,-87.60256156354114,Entire condo,Todo o espaço,4,2.0,2.0,2.0,$92.00,32,1,0,4.0,False,92.0
53512168,Festive Graffiti Pop-Art | 1PBR | Wicker Park,Nat,"Chicago, IL",within an hour,True,Neighborhood highlights,West Town,41.8988,-87.66724,Private room in rental unit,Quarto privativo,1,,,,,1,127,1,4.85,True,
53512325,Festive Graffiti Pop-Art | 1PBR | Wicker Park,Nat,"Chicago, IL",within an hour,True,Neighborhood highlights,West Town,41.89861,-87.66858,Private room in rental unit,Quarto privativo,2,,,,,1,110,0,4.93,True,
53512395,Festive Graffiti Pop-Art | 1PBR | Wicker Park,Nat,"Chicago, IL",within an hour,True,Neighborhood highlights,West Town,41.89691,-87.66672,Private room in rental unit,Quarto privativo,2,,,,,1,121,0,4.93,True,
53519278,Large Two Bedroom in Heart of Gold Coast/ Old Town,Sena,"Chicago, IL",within an hour,True,,Near North Side,41.90284,-87.63511,Entire condo,Todo o espaço,4,1.0,2.0,2.0,$125.00,32,11,0,5.0,True,125.0
53541061,The Belden Belle: The Luxurious Chicago Townhouse,Pamela,,within an hour,True,Neighborhood highlights,Lincoln Park,41.92321,-87.64143,Entire vacation home,Todo o espaço,6,2.5,2.0,4.0,$335.00,3,106,5,4.97,False,335.0
53555302,The Brynford,Kathy,"Chicago, IL",within an hour,True,Neighborhood highlights,North Park,41.98577,-87.73079,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$126.00,2,73,2,5.0,False,126.0
53560192,Private bdr | Free garage parking | No fees,Brett,"Chicago, IL",within an hour,True,Neighborhood highlights,Logan Square,41.925346,-87.724075,Private room in home,Quarto privativo,2,1.0,1.0,1.0,$93.00,1,74,4,4.99,False,93.0
53574106,"Woodlawn Oasis: 5-15 Mins from Food, Fun, Dining",Shawn,"Chicago, IL",within a few hours,True,,Woodlawn,41.7775,-87.59778,Entire home,Todo o espaço,12,2.5,3.0,4.0,$224.00,2,130,3,4.79,False,224.0
53582843,Rare 3 BR + Mezzanine in beautiful condo duplex,Christophe,"Miami, FL",within an hour,False,Neighborhood highlights,Lower West Side,41.859,-87.6444,Entire condo,Todo o espaço,6,2.0,3.0,3.0,$299.00,32,6,0,4.83,False,299.0
53585966,Corner Penthouse With Stunning Views!,Mary Jo Ann,,within a few hours,True,Neighborhood highlights,Near North Side,41.89462,-87.62746,Entire condo,Todo o espaço,4,2.0,2.0,2.0,$275.00,32,8,0,5.0,False,275.0
53589089,BOHEMIAN LODGE #1  (clean & affordable travel),Joyce,"Chicago, IL",within an hour,True,Neighborhood highlights,Lower West Side,41.85646,-87.65059,Private room in rental unit,Quarto privativo,2,1.0,1.0,1.0,$58.00,2,206,2,4.86,False,58.0
53591341,Cozy Albany Park Garden Unit,Rachel,"Chicago, IL",within an hour,True,Neighborhood highlights,Albany Park,41.969386199741216,-87.7209801358184,Entire guest suite,Todo o espaço,6,1.0,2.0,2.0,$105.00,1,146,4,4.89,False,105.0
53591392,BOHEMIAN LODGE #4 ( clean & affordable travel),Denise,"Chicago, IL",within an hour,True,Neighborhood highlights,Lower West Side,41.85783,-87.65075,Private room in rental unit,Quarto privativo,2,1.5,1.0,1.0,$64.00,2,218,5,4.83,False,64.0
53596498,Cozy Medical District home,Chinaecherem,"Chicago, IL",within an hour,True,Neighborhood highlights,Near West Side,41.86881,-87.68278,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$111.00,32,13,1,4.92,False,111.0
53611396,"BEAUTIFUL modern one bedroom, 10 min to downtown!",Ricardo,"Chicago, IL",,False,Neighborhood highlights,Mckinley Park,41.83111,-87.67788,Entire rental unit,Todo o espaço,4,1.0,1.0,2.0,$200.00,32,27,0,4.78,False,200.0
53612424,Centrally Located Unit in E Pilsen's Art District,Spencer,"Chicago, IL",within a day,False,,Lower West Side,41.85763,-87.64348,Entire rental unit,Todo o espaço,6,1.0,2.0,4.0,$119.00,2,82,4,4.67,False,119.0
53620531,Hilarity Manor Chicago- Home to Comedians!,Joshua Jacob,"Chicago, IL",within a few hours,True,,Irving Park,41.93905,-87.73895,Private room in home,Quarto privativo,2,,6.0,,,33,7,0,4.71,False,
53625260,3BR/2.1BA TOWNHOUSE IN THE HEART OF WEST LOOP,David,"Chicago, IL",,False,,Near West Side,41.8779,-87.64907,Entire townhouse,Todo o espaço,7,2.5,3.0,4.0,$500.00,32,2,0,5.0,False,500.0
53642230,Super Cute Ukrainian Village In-law Suite,Jay,,,False,,West Town,41.89882,-87.68646,Entire rental unit,Todo o espaço,4,,2.0,,,1,30,0,4.93,False,
53663772,Cozy Garden Suite in Humboldt Park,Marie,"Chicago, IL",within a day,False,,Humboldt Park,41.90762,-87.71664,Entire guest suite,Todo o espaço,2,1.0,1.0,1.0,$84.00,2,17,2,4.76,False,84.0
53664988,3BR Modern Condo near Wrigley/Dwtn +Free Parking,Ola,"Chicago, IL",within an hour,True,Neighborhood highlights,Lincoln Park,41.93185424804688,-87.6686782836914,Entire condo,Todo o espaço,6,1.0,3.0,3.0,$208.00,2,68,1,4.84,True,208.0
53690189,"Chic Townhouse: 2BR, Rooftop, Free Parking, Secure",Fed,"Chicago, IL",within an hour,True,,Near South Side,41.86150360107422,-87.62380981445312,Entire townhouse,Todo o espaço,5,2.0,2.0,2.0,$330.00,2,56,3,4.98,False,330.0
53705363,Modern Lincoln Park Hideaway 1 Bd/1Bath,Benjamin,"Chicago, IL",within an hour,True,Neighborhood highlights,Lincoln Park,41.93194,-87.66309,Entire condo,Todo o espaço,4,1.0,1.0,2.0,$145.00,32,91,0,4.75,False,145.0
53721295,Upscale Penthouse Private Balconies Amazing Views,Benjamin,"Chicago, IL",within an hour,True,Neighborhood highlights,West Town,41.89775,-87.66924,Entire condo,Todo o espaço,4,1.5,2.0,3.0,$171.00,3,111,4,4.86,False,171.0
53740501,West Beverly’s Gem-Private bedroom #1,Cordaro,"Chicago, IL",within an hour,True,Neighborhood highlights,Beverly,41.70815,-87.68906,Private room in home,Quarto privativo,3,1.0,1.0,2.0,$64.00,1,82,1,4.94,False,64.0
53743706,Spacious & airy 3BR in Avondale - free st parking,Hazel,"Chicago, IL",within a day,True,Neighborhood highlights,Irving Park,41.94895935058594,-87.70326232910156,Entire rental unit,Todo o espaço,5,1.0,3.0,3.0,$145.00,14,27,0,4.93,False,145.0
53749043,Spacious 2bd 2bth Condo with Skyline views!,Thomas,"Chicago, IL",within an hour,True,,Near North Side,41.89853,-87.63915,Entire condo,Todo o espaço,4,2.0,2.0,2.0,$402.00,32,13,0,4.92,False,402.0
53832580,Wrigleyville 2 bed 2 bath + Office Newly Rehabbed,Samuel,"Chicago, IL",within an hour,True,,Lake View,41.9442,-87.65546,Entire rental unit,Todo o espaço,4,2.0,2.0,2.0,$343.00,3,78,2,5.0,False,343.0
53845400,Beautiful garden unit in Logan Square!,Mirna,"Chicago, IL",within an hour,True,Neighborhood highlights,Logan Square,41.928635,-87.725136,Entire rental unit,Todo o espaço,4,1.0,1.0,2.0,$111.00,2,149,6,4.89,False,111.0
53846745,Modern Lakefront Oasis with Breathtaking Views!,Sally,"Chicago, IL",within an hour,True,Neighborhood highlights,Rogers Park,42.02178,-87.66498,Entire rental unit,Todo o espaço,5,2.0,2.0,2.0,$100.00,2,128,2,4.77,True,100.0
53849223,"Spacious 2 Bed Apartment, Perfect Location",Spotlessly,"Chicago, IL",within an hour,True,Neighborhood highlights,Lake View,41.96105,-87.67098,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$105.00,2,88,0,4.89,True,105.0
53852044,Chic & Spacious Bi-Level Bucktown Condo - Sleeps 8,Caroline,"Chicago, IL",within an hour,True,,Logan Square,41.91554,-87.67978,Entire condo,Todo o espaço,8,2.0,3.0,4.0,$251.00,2,96,1,4.85,True,251.0
53855289,Lovely One Bedroom Apartment with Full Bathroom,Ibet,,within an hour,True,,Montclare,41.92927,-87.79612,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$71.00,32,2,0,5.0,False,71.0
53872917,"Blueground | W. Loop, poo & gym, 1 block to L",,,,False,Neighborhood highlights,Near West Side,41.8763,-87.65371999999999,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$190.00,32,1,0,5.0,True,190.0
53872933,"Blueground | W. Loop, poo & gym, 1 block to L",,,,False,Neighborhood highlights,Near West Side,41.8763,-87.65371999999999,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$206.00,32,0,0,,True,206.0
53883512,Tri-Taylor/Medical Dist. near West Loop,Ariel,"Chicago, IL",within an hour,False,Neighborhood highlights,Near West Side,41.87753,-87.67937,Entire condo,Todo o espaço,5,2.0,3.0,3.0,$138.00,2,175,2,4.87,False,138.0
53909282,Roger's Park 2 Bedroom spacious with free parking,Nestor,,within an hour,True,Neighborhood highlights,Rogers Park,42.01434767071414,-87.68293228700789,Entire rental unit,Todo o espaço,6,1.0,2.0,3.0,$95.00,2,99,5,4.81,False,95.0
53917374,"Blueground | W. Loop, poo & gym, 1 block to L",,,,False,Neighborhood highlights,Near West Side,41.8763,-87.65371999999999,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$200.00,32,0,0,,True,200.0
53924310,Quaint Cozy Vintage for two in Lincoln Park,Paul,"Chicago, IL",within an hour,True,,Lincoln Park,41.93123,-87.646,Private room in rental unit,Quarto privativo,2,1.0,1.0,1.0,$96.00,3,29,1,4.86,False,96.0
53930018,"Blueground | W. Loop, pool, in heart of Greektown",,,,False,,Near West Side,41.876791,-87.64762,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$213.00,32,1,0,5.0,True,213.0
53930197,"Blueground | W. Loop, pool, in heart of Greektown",,,,False,,Near West Side,41.876791,-87.64762,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$197.00,32,0,0,,True,197.0
53933318,"Andersonville apartment, walk to the lake & train",Liz,"Chicago, IL",within a few hours,True,Neighborhood highlights,Edgewater,41.98688,-87.66738,Entire rental unit,Todo o espaço,5,1.0,3.0,3.0,$204.00,32,91,0,5.0,False,204.0
53937644,Archer 3 - 3 Bedroom / 2 Bath with Parking,Xin,"Chicago, IL",within an hour,True,,Bridgeport,41.84368,-87.6541,Entire rental unit,Todo o espaço,9,2.0,3.0,4.0,$207.00,2,50,1,4.7,True,207.0
53942297,Cozy1114-B,Travis,"Chicago, IL",,True,,North Lawndale,41.86875,-87.69662,Private room in rental unit,Quarto privativo,1,,,,,32,8,0,4.63,True,
53943083,Lovely 4-bedroom apartment! 15 mins from Downtown,Dylan,,within an hour,False,Neighborhood highlights,Greater Grand Crossing,41.76402,-87.61042,Entire rental unit,Todo o espaço,8,1.0,4.0,4.0,$141.00,2,42,0,4.79,False,141.0
53950763,Trendy Chicago Apartment - FREE Parking Spot,Leo & Alex,"Chicago, IL",within an hour,True,Neighborhood highlights,Logan Square,41.91745,-87.7089,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$104.00,1,229,5,4.85,True,104.0
53950911,"Blueground | W. Loop, pool, in heart of Greektown",,,,False,,Near West Side,41.876791,-87.64762,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$220.00,32,0,0,,True,220.0
53968035,"WELCOME TO A BEAUTIFUL, SPACIOUS 1 BEDROOM",Terence,,a few days or more,False,Neighborhood highlights,Near West Side,41.88396,-87.65401,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$77.00,32,2,0,3.0,False,77.0
53993381,Chicago Airbnb Newly Remodeled 2-Unit Apartment!,Brittney L,,within an hour,False,,East Garfield Park,41.87351,-87.71453,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$143.00,1,239,6,4.98,False,143.0
54013428,"Blueground | W. Loop, pool, in heart of Greektown",,,,False,,Near West Side,41.876791,-87.64762,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$192.00,32,1,0,5.0,True,192.0
54013445,"Blueground | W. Loop, gym, in heart of Greektown",,,,False,,Near West Side,41.876791,-87.64762,Entire rental unit,Todo o espaço,4,2.0,2.0,2.0,$256.00,32,0,0,,True,256.0
54013535,"Blueground | W. Loop, pool, in heart of Greektown",,,,False,,Near West Side,41.876791,-87.64762,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$256.00,32,1,0,5.0,True,256.0
54014407,Swanky West Loop One Bed w/ Balcony,Kylew,"Chicago, IL",a few days or more,False,Neighborhood highlights,Near West Side,41.87822,-87.65975,Entire rental unit,Todo o espaço,2,1.0,1.0,0.0,$207.00,32,5,0,5.0,False,207.0
54016679,"Modern, Stylish West Town Loft with Pool Table",Robert,"Chicago, IL",within an hour,True,Neighborhood highlights,West Town,41.89492416381836,-87.6670150756836,Entire loft,Todo o espaço,12,2.0,2.0,4.0,$287.00,1,108,2,4.85,False,287.0
54020726,"Lakeview/Wrigleyville 3 bedroom, 3 bath duplex up",Holly,"Chicago, IL",within a few hours,True,,Lake View,41.9506,-87.66716,Entire rental unit,Todo o espaço,6,3.0,3.0,4.0,$760.00,3,78,2,4.95,False,760.0
54025250,Large King Suite/Terrace in Lakefront Rooftop-home,Olufunlola Jessica,"Chicago, IL",within an hour,True,Neighborhood highlights,South Shore,41.76194,-87.56066,Private room in home,Quarto privativo,2,1.0,1.0,1.0,$180.00,1,1,0,5.0,True,180.0
54025353,King Suite/Terrace in Lakefront Rooftop home,Olufunlola Jessica,"Chicago, IL",within an hour,True,,South Shore,41.76218,-87.55896,Private room in home,Quarto privativo,2,1.0,1.0,1.0,$172.00,1,0,0,,True,172.0
54025437,Queen Suite/Terrace in Lakefront Rooftop  home,Olufunlola Jessica,"Chicago, IL",within an hour,True,,South Shore,41.76183,-87.56047,Private room in villa,Quarto privativo,2,1.0,1.0,1.0,$177.00,1,0,0,,True,177.0
54036729,Easy city living 2 bed 2 bath with private patio,Allie,,within an hour,False,Neighborhood highlights,Logan Square,41.93,-87.70903,Entire condo,Todo o espaço,4,2.0,2.0,2.0,$143.00,32,2,0,5.0,False,143.0
54040677,Chicago Condo w/ Balcony: Walk to CTA Stations!,Evolve,United States,within an hour,False,Neighborhood highlights,Near West Side,41.87097,-87.68217,Entire condo,Todo o espaço,3,,2.0,,,32,53,0,4.98,True,
54049788,"Blueground | W. Loop, pool, in heart of Greektown",,,,False,,Near West Side,41.876791,-87.64762,Entire rental unit,Todo o espaço,4,2.0,2.0,2.0,$298.00,32,1,0,5.0,True,298.0
54050070,"Blueground | Gold Coast, gym & lounge, near L",,,,False,,Near North Side,41.8982194,-87.6284907,Entire rental unit,Todo o espaço,4,1.5,2.0,2.0,$296.00,32,0,0,,True,296.0
54066415,"Beautiful, furnished 3 bedroom with Peloton!",Henry,"Chicago, IL",,False,Neighborhood highlights,Lincoln Square,41.97096,-87.6786,Entire rental unit,Todo o espaço,3,,3.0,,,32,1,0,5.0,True,
54066457,"Blueground | W. Loop, pool, in heart of Greektown",,,,False,,Near West Side,41.876791,-87.64762,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$192.00,32,1,0,4.0,True,192.0
54077122,"Blueground | Gold Coast, gym & lounge, near L",,,,False,,Near North Side,41.8982194,-87.6284907,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$171.00,32,1,0,3.0,True,171.0
54077127,"Blueground | Gold Coast, gym & lounge, near L",,,,False,,Near North Side,41.8982194,-87.6284907,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$185.00,32,0,0,,True,185.0
54084736,Lovely One Bedroom Condo in Lincoln Park LONG TERM,Tj,"Chicago, IL",within an hour,True,,Lincoln Park,41.93244,-87.6406,Entire condo,Todo o espaço,3,1.0,1.0,1.0,$343.00,32,8,0,4.75,False,343.0
54085255,Modern 2BR-Central Area with Great Dining Options,Kristal,"Chicago, IL",within an hour,True,,West Town,41.90868,-87.69271,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$177.00,2,37,2,4.92,False,177.0
54090541,LUXURIOUS LINCOLN PARK Home w/ Rooftop (+parking),Nicole And Matt,"Chicago, IL",within an hour,True,Neighborhood highlights,Lincoln Park,41.91553,-87.65169,Entire home,Todo o espaço,7,2.0,3.0,5.0,$311.00,2,146,2,4.9,False,311.0
54094850,Beautiful medical district home w/garage,Chinaecherem,"Chicago, IL",within an hour,True,Neighborhood highlights,Near West Side,41.86897,-87.68274,Entire rental unit,Todo o espaço,4,2.0,2.0,2.0,$999.00,32,13,0,5.0,False,999.0
54096491,Modern 2BRD apartment| 5min to McCormick Place,Asta,"Chicago, IL",,False,,Douglas,41.83469,-87.62042,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$118.00,2,170,3,4.87,False,118.0
54110494,Bright and Airy Avondale Apt. Walk to Train!,Angelica,"Chicago, IL",within an hour,True,Neighborhood highlights,Avondale,41.93955,-87.71742,Entire rental unit,Todo o espaço,3,1.0,2.0,2.0,$131.00,2,24,0,4.79,False,131.0
54111333,Logan Square Garden,Jay,,within a few hours,True,Neighborhood highlights,Logan Square,41.926113,-87.713028,Entire rental unit,Todo o espaço,5,1.0,3.0,3.0,$158.00,2,115,2,4.99,False,158.0
54113319,Charming|Comfortable|1BR|Lincoln Square,Demitri,"Chicago, IL",within an hour,False,Neighborhood highlights,Lincoln Square,41.96454484446774,-87.69017533389882,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$122.00,2,154,3,4.79,True,122.0
54116414,"Blueground | Gold Coast, doorman & gym, near L",,,,False,Neighborhood highlights,Near North Side,41.9080259,-87.62638960000001,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$184.00,32,1,0,4.0,True,184.0
54116435,"Blueground | Gold Coast, doorman & gym, near L",,,,False,Neighborhood highlights,Near North Side,41.9080259,-87.62638960000001,Entire rental unit,Todo o espaço,2,1.0,0.0,1.0,$152.00,32,0,0,,True,152.0
54124789,Vibrant Lg Chicago 2BR Close 2 Everything & Nature,Tiffany D,"Chicago, IL",within a few hours,True,Neighborhood highlights,Irving Park,41.96106,-87.70656,Entire rental unit,Todo o espaço,5,,2.0,,,2,112,1,4.98,False,
54151749,Cozy Chicago House near Hyde Park and the Beach!,Derek,"Chicago, IL",within an hour,True,Neighborhood highlights,Woodlawn,41.77474,-87.59296,Entire home,Todo o espaço,12,3.0,4.0,8.0,$301.00,1,78,0,4.94,False,301.0
54155017,"Blueground | Gold Coast, doorman & gym, near L",,,,False,Neighborhood highlights,Near North Side,41.9080259,-87.62638960000001,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$197.00,32,0,0,,True,197.0
54155217,1 bedroom in the heart of downtown Chicago.,Devon,"Naperville, IL",within a day,False,,Near North Side,41.89589,-87.6279,Entire condo,Todo o espaço,3,1.0,1.0,1.0,$175.00,32,33,0,4.67,False,175.0
54156415,"Blueground | Gold Coast, doorman & gym, near L",,,,False,Neighborhood highlights,Near North Side,41.9080259,-87.62638960000001,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$196.00,32,1,0,5.0,True,196.0
54156639,"Blueground | Gold Coast, doorman & gym, near L",,,,False,Neighborhood highlights,Near North Side,41.9080259,-87.62638960000001,Entire rental unit,Todo o espaço,4,2.0,2.0,2.0,$277.00,32,0,0,,True,277.0
54161339,Trendy|Comfortable|1BR|Lincoln Square,Demitri,"Chicago, IL",within an hour,False,,Albany Park,41.96714798824466,-87.70013875849038,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$85.00,2,154,4,4.84,True,85.0
54167860,"O5-Next toDowntown, public transportation close by",Sergio,"Chicago, IL",within an hour,False,Neighborhood highlights,East Garfield Park,41.87426,-87.69292,Entire rental unit,Todo o espaço,5,1.0,1.0,1.0,$71.00,2,105,2,4.35,True,71.0
54174892,Private Room in shared home.,Jenn,"Chicago, IL",within a few hours,True,,Mckinley Park,41.82687,-87.67562,Private room in rental unit,Quarto privativo,1,1.0,1.0,0.0,$54.00,4,0,0,,False,54.0
54177165,"lovely & cozy vintage two bedroom,  🐾 friendly apt",Jennifer,"Chicago, IL",within a day,True,Neighborhood highlights,Norwood Park,41.99144,-87.79076,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$110.00,2,52,0,4.9,False,110.0
54193877,Spacious & Stylish 2BR-2BA Apt Steps from The Bean,Borja,"Madrid, Spain",within an hour,True,Neighborhood highlights,Loop,41.883057,-87.625771,Entire rental unit,Todo o espaço,8,2.0,2.0,4.0,$323.00,1,222,3,4.82,False,323.0
54210117,Stunning 4 BR Home * Near many Chicago Landmarks,Wanda,"Houston, TX",within an hour,True,,Austin,41.87374,-87.74619,Entire home,Todo o espaço,9,2.0,4.0,6.0,$267.00,2,82,2,4.83,False,267.0
54214184,Comfortable 1 Bedroom- Spacious,Alexis,"Chicago, IL",,False,Neighborhood highlights,Washington Park,41.7981,-87.6172,Entire condo,Todo o espaço,2,,1.0,,,32,0,0,,False,
54224525,5 Bedroom Wrigleyville Experience right by stadium,Michael,"Chicago, IL",within an hour,True,Neighborhood highlights,Lake View,41.95006,-87.66025,Entire rental unit,Todo o espaço,11,2.0,5.0,7.0,$479.00,3,70,0,4.96,False,479.0
54232255,"Cheerful 3 Bedroom, City Oasis",Daniel,,within a few hours,True,Neighborhood highlights,Woodlawn,41.77517,-87.59239,Entire home,Todo o espaço,5,2.0,3.0,3.0,$202.00,1,61,2,4.93,False,202.0
54247527,Lovely 3BR Duplex w/ Parking! Sleeps 8!,Liisa,,a few days or more,False,Neighborhood highlights,Avondale,41.93279,-87.71832,Entire condo,Todo o espaço,8,2.5,3.0,4.0,$213.00,32,25,0,4.72,True,213.0
54256218,"Blueground | Gold Coast, doorman & gym, near L",,,,False,Neighborhood highlights,Near North Side,41.9080259,-87.62638960000001,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$195.00,32,0,0,,True,195.0
54260731,Lovely Spacious One Bedroom Condo w/Private Patio,Megan,"Los Angeles, CA",,True,,Lake View,41.93459,-87.64277,Entire condo,Todo o espaço,4,1.0,1.0,1.0,$161.00,32,7,0,4.71,False,161.0
54262825,Quiet city getaway by beach in fun neighborhood,Anthony,"Chicago, IL",within an hour,True,Neighborhood highlights,Uptown,41.9759751063567,-87.66304611101258,Entire rental unit,Todo o espaço,6,1.0,2.0,2.0,$188.00,2,127,4,4.97,False,188.0
54265524,Balcony~View of the Park~Downtown,Matt,"Chicago, IL",within an hour,True,Neighborhood highlights,Loop,41.8857,-87.62068,Entire serviced apartment,Todo o espaço,2,,1.0,,,32,3,0,5.0,False,
54277404,Cornerstone - Mins from Downtown & Lake Michigan,Angela,,,True,Neighborhood highlights,Douglas,41.82742,-87.61985,Entire home,Todo o espaço,6,3.0,3.0,3.0,$251.00,2,55,0,4.95,False,251.0
54281338,"City Life, Neighborhood Comfort - Studio",Jerry,"Chicago, IL",,False,Neighborhood highlights,Lake View,41.94287,-87.6446,Entire rental unit,Todo o espaço,3,,,,,1,5,0,4.6,True,
54289957,Amazing Views Amazing 1Bed 1Bath Luxury High Rise,Matt,"Chicago, IL",within an hour,True,Neighborhood highlights,Loop,41.88592,-87.6326,Entire serviced apartment,Todo o espaço,3,1.0,1.0,1.0,$386.00,32,1,0,5.0,False,386.0
54294615,Modern Downtown Condo,Rian,"Chicago, IL",,False,,Near North Side,41.89438,-87.62907,Entire rental unit,Todo o espaço,2,1.0,0.0,1.0,$183.00,32,16,0,4.31,False,183.0
54332668,Beautiful quiet smoke free Studio for work/Couples,Ahnnah,,a few days or more,False,,Near West Side,41.87333,-87.65026,Entire rental unit,Todo o espaço,2,,,,,90,0,0,,False,
54338089,Chic & Cozy home @ Irving Train Stop,Jason,"Chicago, IL",within an hour,False,Neighborhood highlights,Irving Park,41.956024,-87.732918,Entire rental unit,Todo o espaço,7,1.0,2.0,3.0,$147.00,1,108,1,4.82,False,147.0
54343837,Cozy 1 bedroom Condo in wonderful neighborhood.,Ares,"Chicago, IL",within an hour,True,,Kenwood,41.81151,-87.60256,Entire condo,Todo o espaço,3,,1.0,,,365,17,1,4.82,True,
54366706,"Two Bedroom w/Balcony, Amazing Views, & Amenities",Matt,"Chicago, IL",within an hour,True,Neighborhood highlights,Loop,41.88626,-87.62099,Entire serviced apartment,Todo o espaço,5,2.0,2.0,2.0,$401.00,32,2,0,4.0,False,401.0
54367409,Landmark Location LakeShore East 2 Bed 2 Bath,Andrew,"Chicago, IL",within a few hours,True,,Loop,41.88551,-87.62082,Entire serviced apartment,Todo o espaço,5,2.0,2.0,2.0,$251.00,32,5,0,5.0,False,251.0
54370817,Lovely 1-BR Apt with full kitchen & living room,Alberto A,,within a few hours,True,,East Side,41.69378,-87.53409,Entire rental unit,Todo o espaço,3,1.0,1.0,2.0,$78.00,3,100,1,4.88,False,78.0
54380603,Logan Square 2BR Garden Unit,Kimberly,"San Diego, CA",within an hour,True,,Hermosa,41.91475,-87.72464,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$119.00,1,121,5,4.89,False,119.0
54384620,"High End New Construction Home w/8 Beds, Parking",Patty,"Chicago, IL",within an hour,True,Neighborhood highlights,Logan Square,41.91713696122901,-87.69190549709536,Entire home,Todo o espaço,16,3.5,4.0,7.0,$218.00,2,139,2,4.78,False,218.0
54385917,1 bedroom near lakefront,Dominique,,a few days or more,False,,South Shore,41.75402,-87.55153,Private room in rental unit,Quarto privativo,1,1.0,1.0,1.0,$24.00,32,0,0,,False,24.0
54386874,"53/54 Mag Mile Penthouse VIEWS, Fireplace, Pool",James,,within an hour,True,Neighborhood highlights,Near North Side,41.891918,-87.629044,Entire rental unit,Todo o espaço,8,3.0,2.0,4.0,$469.00,4,37,0,4.89,True,469.0
54386876,55-56 Mag Mile Penthouse,James,,within an hour,True,Neighborhood highlights,Near North Side,41.891918,-87.629044,Entire rental unit,Todo o espaço,8,2.0,3.0,4.0,$768.00,4,32,1,4.94,True,768.0
54388333,Medical District Gem III. Bright and comfortable.,Ivy,"Chicago, IL",within an hour,True,Neighborhood highlights,Near West Side,41.8679,-87.6876,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$96.00,32,8,1,5.0,False,96.0
54391093,"51/52nd Floor Penthouse-VIEWS, Fireplace, Pool",James,,within an hour,True,Neighborhood highlights,Near North Side,41.89191818237305,-87.62904357910156,Entire rental unit,Todo o espaço,7,2.0,2.0,4.0,$495.00,4,36,0,4.92,True,495.0
54393122,Condo in the heart of the city (The Loop),John,,within a day,True,,Loop,41.88272,-87.62501,Private room in rental unit,Quarto privativo,1,1.0,1.0,1.0,$75.00,32,10,0,5.0,False,75.0
54393279,Gracious 4BR/2.5BA Townhouse in Historic Greystone,Jacob,"Chicago, IL",within an hour,False,Neighborhood highlights,Greater Grand Crossing,41.76719284057617,-87.61505126953125,Entire home,Todo o espaço,8,2.5,4.0,4.0,$151.00,3,100,3,4.76,False,151.0
54409093,California Small Beauty in Chicago,Tonesia,"Chicago, IL",a few days or more,False,Neighborhood highlights,Ashburn,41.73623,-87.69113,Entire home,Todo o espaço,6,1.5,3.0,4.0,$128.00,32,0,0,,False,128.0
537869465026525645,Live Local Private Sanctuary; 1 BR/WFH/PVT ENTR.,Kristen,"Chicago, IL",within an hour,True,Neighborhood highlights,Humboldt Park,41.90934,-87.71271,Private room in guest suite,Quarto privativo,2,1.0,1.0,1.0,$113.00,2,64,4,4.89,False,113.0
538471896277381674,Level ◆ Brand New Luxe One Bedroom,Level,"Chicago, IL",within an hour,True,,Near North Side,41.89133834838867,-87.63783264160156,Entire serviced apartment,Todo o espaço,4,1.0,1.0,1.0,,2,77,1,4.78,True,
